"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"31394","WR","Jarvis","Landry","13.5","4","7300","MIA@TEN","MIA","TEN","","","",""
"34308","QB","Blake","Bortles","19.8","5","7300","HOU@JAC","JAC","HOU","Q","Shoulder","",""
"30968","RB","Eddie","Lacy","8.4","5","7300","SD@GB","GB","SD","","","",""
"6566","RB","Chris","Johnson","11.9","5","7200","ARI@PIT","ARI","PIT","","","",""
"29358","QB","Marcus","Mariota","18.2","4","7200","MIA@TEN","TEN","MIA","","","",""
"7283","WR","Jeremy","Maclin","14.4","5","7200","KC@MIN","KC","MIN","","","",""
"14339","RB","Dion","Lewis","17.3","4","7200","NE@IND","NE","IND","","","",""
"28473","RB","Carlos","Hyde","13","5","7000","BAL@SF","SF","BAL","","","",""
"8005","QB","Alex","Smith","15.9","5","7000","KC@MIN","KC","MIN","","","",""
"6803","QB","Josh","McCown","19.2","4","7000","DEN@CLE","CLE","DEN","Q","Ankle","",""
"6840","RB","Frank","Gore","11.1","5","7000","NE@IND","IND","NE","","","",""
"6779","RB","LeSean","McCoy","10.8","3","7000","CIN@BUF","BUF","CIN","O","Hamstring","",""
"7659","QB","Ryan","Fitzpatrick","16","4","6900","WAS@NYJ","NYJ","WAS","","","",""
"6654","QB","Matthew","Stafford","12.8","5","6900","CHI@DET","DET","CHI","","","",""
"11485","WR","Golden","Tate","7.8","5","6900","CHI@DET","DET","CHI","","","",""
"24907","RB","Karlos","Williams","13.4","4","6900","CIN@BUF","BUF","CIN","Q","Concussion","",""
"31061","RB","T.J.","Yeldon","10","5","6800","HOU@JAC","JAC","HOU","Q","Groin","",""
"25290","RB","Giovani","Bernard","12.4","5","6700","CIN@BUF","CIN","BUF","","","",""
"28643","WR","Allen","Robinson","15","5","6700","HOU@JAC","JAC","HOU","","","",""
"7872","QB","Brian","Hoyer","16.2","3","6700","HOU@JAC","HOU","JAC","","","",""
"6735","WR","Steve","Smith","16","4","6700","BAL@SF","BAL","SF","Q","Back","",""
"33259","QB","Teddy","Bridgewater","11.7","4","6600","KC@MIN","MIN","KC","","","",""
"29249","RB","C.J.","Anderson","5.2","5","6600","DEN@CLE","DEN","CLE","","","",""
"7222","WR","James","Jones","15.8","5","6600","SD@GB","GB","SD","","","",""
"30837","WR","Jordan","Matthews","10.7","5","6600","NYG@PHI","PHI","NYG","","","",""
"11779","RB","LeGarrette","Blount","11.8","3","6500","NE@IND","NE","IND","","","",""
"6479","WR","Anquan","Boldin","9.3","5","6500","BAL@SF","SF","BAL","","","",""
"25760","WR","Allen","Hurns","14.5","5","6500","HOU@JAC","JAC","HOU","","","",""
"28900","RB","Melvin","Gordon","7.6","5","6500","SD@GB","SD","GB","","","",""
"22003","RB","Ronnie","Hillman","7.2","5","6400","DEN@CLE","DEN","CLE","","","",""
"32415","QB","Johnny","Manziel","12.4","2","6400","DEN@CLE","CLE","DEN","","","",""
"31397","RB","Jeremy","Hill","9.6","5","6400","CIN@BUF","CIN","BUF","","","",""
"28095","RB","Thomas","Rawls","7.8","5","6400","CAR@SEA","SEA","CAR","","","",""
"22037","RB","Lamar","Miller","6.7","4","6400","MIA@TEN","MIA","TEN","","","",""
"14267","QB","Ryan","Mallett","9.2","5","6300","HOU@JAC","HOU","JAC","","","",""
"54684","RB","Isaiah","Crowell","10.2","5","6300","DEN@CLE","CLE","DEN","","","",""
"11512","TE","Jimmy","Graham","8.6","5","6300","CAR@SEA","SEA","CAR","","","",""
"8118","QB","Michael","Vick","6.7","4","6300","ARI@PIT","PIT","ARI","","","",""
"24641","WR","Sammy","Watkins","6.5","3","6300","CIN@BUF","BUF","CIN","Q","Calf","",""
"6914","TE","Greg","Olsen","11.2","4","6300","CAR@SEA","CAR","SEA","","","",""
"8052","RB","Rashad","Jennings","9.3","5","6300","NYG@PHI","NYG","PHI","","","",""
"22163","WR","Rishard","Matthews","13.6","4","6300","MIA@TEN","MIA","TEN","","","",""
"22035","WR","Travis","Benjamin","16","5","6300","DEN@CLE","CLE","DEN","","","",""
"31561","WR","Donte","Moncrief","11.6","5","6200","NE@IND","IND","NE","","","",""
"33076","TE","Travis","Kelce","11.4","5","6200","KC@MIN","KC","MIN","","","",""
"14288","WR","Torrey","Smith","7.2","5","6200","BAL@SF","SF","BAL","","","",""
"54687","RB","Charcandrick","West","1.3","5","6200","KC@MIN","KC","MIN","","","",""
"22038","QB","Kirk","Cousins","13.8","5","6200","WAS@NYJ","WAS","NYJ","","","",""
"7660","RB","Fred","Jackson","4.9","5","6100","CAR@SEA","SEA","CAR","P","Ankle","",""
"54606","WR","John","Brown","11","5","6100","ARI@PIT","ARI","PIT","","","",""
"11501","WR","Eric","Decker","14.3","3","6100","WAS@NYJ","NYJ","WAS","","","",""
"24675","WR","Martavis","Bryant","11.7","10","6100","ARI@PIT","PIT","ARI","Q","Knee","",""
"6831","QB","Matt","Hasselbeck","15.8","2","6100","NE@IND","IND","NE","P","Illness","",""
"6687","QB","Mark","Sanchez","16.7","9","6100","NYG@PHI","PHI","NYG","","","",""
"6733","RB","Jonathan","Stewart","6.7","4","6100","CAR@SEA","CAR","SEA","","","",""
"14905","WR","Kamar","Aiken","7.2","5","6000","BAL@SF","BAL","SF","","","",""
"33557","TE","Tyler","Eifert","14.6","5","6000","CIN@BUF","CIN","BUF","","","",""
"9421","RB","Danny","Woodhead","13","5","6000","SD@GB","SD","GB","","","",""
"6681","WR","Andre","Johnson","6.3","5","6000","NE@IND","IND","NE","","","",""
"6774","WR","Pierre","Garcon","10.4","5","6000","WAS@NYJ","WAS","NYJ","","","",""
"27229","RB","Ameer","Abdullah","7.5","5","5900","CHI@DET","DET","CHI","","","",""
"30244","RB","Matt","Jones","8.4","5","5900","WAS@NYJ","WAS","NYJ","Q","Toe","",""
"25837","RB","Duke","Johnson","9.2","5","5900","DEN@CLE","CLE","DEN","","","",""
"7844","QB","Chad","Henne","10.4","3","5900","HOU@JAC","JAC","HOU","","","",""
"21957","WR","Kendall","Wright","11.4","4","5800","MIA@TEN","TEN","MIA","P","Knee","",""
"6448","TE","Martellus","Bennett","9.9","5","5800","CHI@DET","CHI","DET","","","",""
"14626","WR","Doug","Baldwin","10.1","5","5800","CAR@SEA","SEA","CAR","","","",""
"29734","WR","Ty","Montgomery","6.4","5","5800","SD@GB","GB","SD","","","",""
"22113","RB","Alfred","Morris","6.2","5","5800","WAS@NYJ","WAS","NYJ","","","",""
"21999","WR","Rueben","Randle","8.6","5","5700","NYG@PHI","NYG","PHI","Q","Hamstring","",""
"7645","WR","Steve","Johnson","10.4","4","5700","SD@GB","SD","GB","Q","Hamstring","",""
"6422","TE","Gary","Barnidge","13.5","5","5700","DEN@CLE","CLE","DEN","","","",""
"30298","TE","Jordan","Reed","11","4","5700","WAS@NYJ","WAS","NYJ","Q","Concussion","",""
"7053","QB","Matt","Flynn","-0.2","7","5700","WAS@NYJ","NYJ","WAS","","","",""
"8071","QB","Dan","Orlovsky","10.6","1","5700","CHI@DET","DET","CHI","","","",""
"11466","QB","Jimmy","Clausen","3.6","2","5700","CHI@DET","CHI","DET","","","",""
"22219","WR","Jermaine","Kearse","8.5","5","5700","CAR@SEA","SEA","CAR","","","",""
"6739","WR","DeSean","Jackson","0","1","5700","WAS@NYJ","WAS","NYJ","Q","Hamstring","",""
"14362","TE","Charles","Clay","9.8","5","5700","CIN@BUF","BUF","CIN","","","",""
"21994","QB","Brock","Osweiler","1.5","4","5600","DEN@CLE","DEN","CLE","","","",""
"21941","QB","Robert","Griffin III","10.4","9","5600","WAS@NYJ","WAS","NYJ","","","",""
"14245","RB","Shane","Vereen","9.4","5","5600","NYG@PHI","NYG","PHI","","","",""
"31421","QB","Zach","Mettenberger","-0.5","1","5600","MIA@TEN","TEN","MIA","","","",""
"11425","RB","Ryan","Mathews","9","5","5600","NYG@PHI","PHI","NYG","","","",""
"62497","RB","David","Johnson","12.3","5","5600","ARI@PIT","ARI","PIT","","","",""
"24682","RB","Andre","Ellington","12.2","2","5600","ARI@PIT","ARI","PIT","","","",""
"6580","TE","Heath","Miller","6.5","5","5500","ARI@PIT","PIT","ARI","","","",""
"6627","WR","Ted","Ginn Jr.","11.2","4","5500","CAR@SEA","CAR","SEA","","","",""
"26141","QB","Ryan","Nassib","0.5","4","5500","NYG@PHI","NYG","PHI","","","",""
"14320","RB","Bilal","Powell","7.2","4","5500","WAS@NYJ","NYJ","WAS","Q","Groin","",""
"45889","WR","Davante","Adams","4.6","3","5500","SD@GB","GB","SD","Q","Ankle","",""
"31073","RB","Knile","Davis","2.1","5","5500","KC@MIN","KC","MIN","","","",""
"24755","WR","Jamison","Crowder","6.8","5","5500","WAS@NYJ","WAS","NYJ","","","",""
"7965","TE","Antonio","Gates","25.7","1","5500","SD@GB","SD","GB","","","",""
"7972","RB","Darren","Sproles","8.7","5","5500","NYG@PHI","PHI","NYG","","","",""
"11712","RB","Joique","Bell","4.9","3","5500","CHI@DET","DET","CHI","Q","Ankle","",""
"24949","QB","E.J.","Manuel","-0.1","2","5500","CIN@BUF","BUF","CIN","","","",""
"22130","RB","Dan","Herron","2.8","1","5500","CIN@BUF","BUF","CIN","","","",""
"8803","QB","Chase","Daniel","2.6","3","5400","KC@MIN","KC","MIN","","","",""
"47828","RB","Antonio","Andrews","12.8","2","5400","MIA@TEN","TEN","MIA","","","",""
"6607","WR","Mike","Wallace","9.8","4","5400","KC@MIN","MIN","KC","Q","Knee","",""
"22848","QB","Austin","Davis","11.7","10","5400","DEN@CLE","CLE","DEN","","","",""
"14194","QB","Blaine","Gabbert","6","1","5400","BAL@SF","SF","BAL","","","",""
"14292","TE","Jordan","Cameron","5.8","4","5400","MIA@TEN","MIA","TEN","","","",""
"27441","RB","Damien","Williams","3.4","4","5400","MIA@TEN","MIA","TEN","","","",""
"30108","WR","Marquess","Wilson","7.4","5","5400","CHI@DET","CHI","DET","","","",""
"62616","RB","Zach","Zenner","1.3","5","5400","CHI@DET","DET","CHI","","","",""
"25694","RB","Andre","Williams","4","5","5400","NYG@PHI","NYG","PHI","","","",""
"7952","WR","Malcom","Floyd","6.6","5","5400","SD@GB","SD","GB","","","",""
"6808","QB","Matt","Moore","0.3","2","5400","MIA@TEN","MIA","TEN","","","",""
"6863","TE","Delanie","Walker","9.2","3","5400","MIA@TEN","TEN","MIA","","","",""
"11609","RB","James","Starks","5.5","5","5400","SD@GB","GB","SD","","","",""
"6643","RB","Reggie","Bush","0.6","3","5300","BAL@SF","SF","BAL","Q","Calf","",""
"29340","WR","Josh","Huff","5.4","4","5300","NYG@PHI","PHI","NYG","","","",""
"39373","WR","Jaelen","Strong","18.3","1","5300","HOU@JAC","HOU","JAC","Q","Illness","",""
"25607","RB","Josh","Harris","0.3","5","5300","ARI@PIT","PIT","ARI","","","",""
"29991","RB","Bishop","Sankey","9.2","4","5300","MIA@TEN","TEN","MIA","","","",""
"21123","TE","Larry","Donnell","7.6","5","5300","NYG@PHI","NYG","PHI","","","",""
"6679","QB","Matt","Schaub","0.1","11","5300","BAL@SF","BAL","SF","","","",""
"22103","WR","Marvin","Jones","8.6","5","5300","CIN@BUF","CIN","BUF","","","",""
"11577","WR","Riley","Cooper","4.6","5","5300","NYG@PHI","PHI","NYG","","","",""
"6732","RB","DeAngelo","Williams","9.1","5","5300","ARI@PIT","PIT","ARI","","","",""
"6768","WR","Eddie","Royal","6.8","4","5300","CHI@DET","CHI","DET","Q","Ankle","",""
"14358","WR","Dwayne","Harris","5","5","5300","NYG@PHI","NYG","PHI","","","",""
"14317","TE","Julius","Thomas","3","1","5200","HOU@JAC","JAC","HOU","P","Hand","",""
"46882","RB","Jay","Ajayi","0","0","5200","MIA@TEN","MIA","TEN","IR","Ribs","",""
"6387","WR","Miles","Austin","3.1","5","5200","NYG@PHI","PHI","NYG","","","",""
"6373","QB","Derek","Anderson","8.4","6","5200","CAR@SEA","CAR","SEA","","","",""
"11454","RB","Dexter","McCluster","5.6","4","5200","MIA@TEN","TEN","MIA","","","",""
"25813","WR","Phillip","Dorsett","4.3","5","5200","NE@IND","IND","NE","","","",""
"6814","QB","Tarvaris","Jackson","6.1","1","5200","CAR@SEA","SEA","CAR","","","",""
"7919","QB","Kellen","Clemens","6.5","1","5200","SD@GB","SD","GB","","","",""
"7744","QB","Drew","Stanton","-0.1","2","5200","ARI@PIT","ARI","PIT","","","",""
"29645","RB","Javorius","Allen","2.8","5","5100","BAL@SF","BAL","SF","","","",""
"21971","TE","Coby","Fleener","6.2","5","5100","NE@IND","IND","NE","","","",""
"44952","RB","Dri","Archer","0","5","5100","ARI@PIT","PIT","ARI","","","",""
"25272","TE","Eric","Ebron","9.4","4","5100","CHI@DET","DET","CHI","Q","Knee","",""
"29314","TE","Richard","Rodgers","8","5","5100","SD@GB","GB","SD","","","",""
"31047","QB","AJ","McCarron","0","0","5100","CIN@BUF","CIN","BUF","","","",""
"14696","QB","Scott","Tolzien","0","0","5100","SD@GB","GB","SD","","","",""
"14704","WR","Chris","Hogan","6.6","5","5100","CIN@BUF","BUF","CIN","","","",""
"14645","WR","Dontrelle","Inman","2.6","4","5100","SD@GB","SD","GB","","","",""
"7900","K","Stephen","Gostkowski","13.8","4","5100","NE@IND","NE","IND","","","",""
"6844","QB","Shaun","Hill","10.8","9","5100","KC@MIN","MIN","KC","","","",""
"28088","RB","Denard","Robinson","3.2","2","5100","HOU@JAC","JAC","HOU","Q","Knee","",""
"22047","TE","Ladarius","Green","11","4","5100","SD@GB","SD","GB","","","",""
"27050","WR","Tyler","Lockett","6","5","5100","CAR@SEA","SEA","CAR","","","",""
"24891","RB","Chris","Thompson","7.5","5","5100","WAS@NYJ","WAS","NYJ","","","",""
"22004","TE","Dwayne","Allen","3.9","3","5000","NE@IND","IND","NE","","","",""
"29683","WR","Nelson","Agholor","2.5","5","5000","NYG@PHI","PHI","NYG","Q","Ankle","",""
"14237","TE","Kyle","Rudolph","5.9","4","5000","KC@MIN","MIN","KC","","","",""
"14307","WR","Cecil","Shorts","9.7","4","5000","HOU@JAC","HOU","JAC","Q","Shoulder","",""
"33260","WR","DeVante","Parker","1.7","4","5000","MIA@TEN","MIA","TEN","","","",""
"27457","WR","Kenny","Stills","5","4","5000","MIA@TEN","MIA","TEN","","","",""
"34014","WR","Aaron","Dobson","4.9","3","5000","NE@IND","NE","IND","","","",""
"54608","RB","Jerick","McKinnon","1.7","4","5000","KC@MIN","MIN","KC","","","",""
"54604","QB","Jimmy","Garoppolo","-0.2","2","5000","NE@IND","NE","IND","","","",""
"22774","RB","Jonas","Gray","2.5","2","5000","MIA@TEN","MIA","TEN","","","",""
"31406","RB","Alfred","Blue","6.5","5","5000","HOU@JAC","HOU","JAC","Q","Toe","",""
"11436","QB","Tim","Tebow","0","0","5000","NYG@PHI","PHI","NYG","","","",""
"12546","D","Arizona","Cardinals","13","4","5000","ARI@PIT","ARI","PIT","","","",""
"12550","D","Seattle","Seahawks","12.5","4","5000","CAR@SEA","SEA","CAR","","","",""
"28930","RB","James","White","2.7","2","5000","NE@IND","NE","IND","","","",""
"6809","WR","Brian","Hartline","3.5","5","5000","DEN@CLE","CLE","DEN","","","",""
"22165","RB","Bryce","Brown","5.2","7","5000","CIN@BUF","BUF","CIN","","","",""
"11761","QB","Thaddeus","Lewis","0","0","5000","NYG@PHI","PHI","NYG","","","",""
"6668","K","Adam","Vinatieri","5.8","5","5000","NE@IND","IND","NE","","","",""
"12531","D","Denver","Broncos","15.8","4","5000","DEN@CLE","DEN","CLE","","","",""
"33465","RB","Theo","Riddick","9.8","5","5000","CHI@DET","DET","CHI","","","",""
"6704","WR","Percy","Harvin","8.1","5","5000","CIN@BUF","BUF","CIN","P","Hip","",""
"44090","RB","Alonzo","Harris","0.6","3","5000","SD@GB","GB","SD","","","",""
"22128","QB","Ryan","Lindley","9.1","3","5000","NE@IND","NE","IND","","","",""
"30910","RB","Zac","Stacy","3.5","3","5000","WAS@NYJ","NYJ","WAS","","","",""
"22018","WR","Mohamed","Sanu","6.1","5","5000","CIN@BUF","CIN","BUF","","","",""
"6724","K","Steven","Hauschka","10.2","5","5000","CAR@SEA","SEA","CAR","","","",""
"28131","WR","Keith","Mumphery","3","5","5000","HOU@JAC","HOU","JAC","","","",""
"6778","TE","Anthony","Fasano","5.6","4","5000","MIA@TEN","TEN","MIA","","","",""
"29780","TE","Zach","Ertz","4.8","5","5000","NYG@PHI","PHI","NYG","","","",""
"29685","WR","Robert","Woods","5.4","5","4900","CIN@BUF","BUF","CIN","","","",""
"21952","WR","Michael","Floyd","2.9","5","4900","ARI@PIT","ARI","PIT","","","",""
"22898","RB","Brandon","Bolden","0.7","4","4900","NE@IND","NE","IND","","","",""
"6610","WR","Nate","Washington","6.9","4","4900","HOU@JAC","HOU","JAC","Q","Hamstring","",""
"22920","TE","Derek","Carrier","2.9","5","4900","WAS@NYJ","WAS","NYJ","","","",""
"47720","WR","Chandler","Worthy","1","3","4900","HOU@JAC","HOU","JAC","","","",""
"45723","TE","Crockett","Gillmore","10.7","3","4900","BAL@SF","BAL","SF","Q","Calf","",""
"31675","RB","Josh","Robinson","1.6","5","4900","NE@IND","IND","NE","","","",""
"6488","WR","Dwayne","Bowe","0","2","4900","DEN@CLE","CLE","DEN","","","",""
"38269","RB","Cameron","Artis-Payne","1","3","4900","CAR@SEA","CAR","SEA","","","",""
"54753","WR","Taylor","Gabriel","4.6","5","4900","DEN@CLE","CLE","DEN","","","",""
"10158","TE","Scott","Chandler","3.5","4","4900","NE@IND","NE","IND","","","",""
"54612","RB","Lorenzo","Taliaferro","5.4","3","4900","BAL@SF","BAL","SF","Q","Foot","",""
"54607","RB","Terrance","West","0.6","2","4900","MIA@TEN","TEN","MIA","","","",""
"30261","K","Caleb","Sturgis","9","2","4900","NYG@PHI","PHI","NYG","","","",""
"24797","RB","Juwan","Thompson","0.6","5","4900","DEN@CLE","DEN","CLE","Q","Hamstring","",""
"11479","RB","Toby","Gerhart","0.3","3","4900","HOU@JAC","JAC","HOU","","","",""
"6870","TE","Vernon","Davis","5","3","4900","BAL@SF","SF","BAL","Q","Knee","",""
"6897","K","Mason","Crosby","8.6","5","4900","SD@GB","GB","SD","","","",""
"6682","TE","Owen","Daniels","4.8","5","4900","DEN@CLE","DEN","CLE","","","",""
"7784","WR","Darrius","Heyward-Bey","8.3","5","4900","ARI@PIT","PIT","ARI","","","",""
"27134","WR","Dorial","Green-Beckham","4.3","4","4900","MIA@TEN","TEN","MIA","","","",""
"22054","WR","Jarius","Wright","3.2","4","4900","KC@MIN","MIN","KC","","","",""
"14349","WR","Jeremy","Kerley","3.1","4","4900","WAS@NYJ","NYJ","WAS","","","",""
"28157","WR","Bennie","Fowler","2.8","5","4900","DEN@CLE","DEN","CLE","","","",""
"26247","K","Brandon","McManus","11.6","5","4800","DEN@CLE","DEN","CLE","","","",""
"34073","QB","Ryan","Griffin","2.3","1","4800","HOU@JAC","HOU","JAC","IR","Knee","",""
"43956","QB","David","Fales","0","0","4800","CHI@DET","CHI","DET","","","",""
"26355","QB","Logan","Thomas","3.6","2","4800","MIA@TEN","MIA","TEN","","","",""
"29605","QB","Matt","Barkley","0","1","4800","ARI@PIT","ARI","PIT","","","",""
"29500","WR","Markus","Wheaton","7.1","5","4800","ARI@PIT","PIT","ARI","","","",""
"27266","WR","Quincy","Enunwa","2.7","4","4800","WAS@NYJ","NYJ","WAS","","","",""
"30364","QB","Aaron","Murray","0","0","4800","KC@MIN","KC","MIN","","","",""
"12903","WR","Andrew","Hawkins","5.3","5","4800","DEN@CLE","CLE","DEN","","","",""
"30403","WR","Chris","Conley","1.9","5","4800","KC@MIN","KC","MIN","","","",""
"54705","QB","Dustin","Vaughan","0","0","4800","CIN@BUF","BUF","CIN","","","",""
"38301","TE","Darren","Fells","5.9","5","4800","ARI@PIT","ARI","PIT","","","",""
"8117","WR","Danny","Amendola","5.3","4","4800","NE@IND","NE","IND","","","",""
"12544","D","New York","Jets","10.8","4","4800","WAS@NYJ","NYJ","WAS","","","",""
"11500","QB","Colt","McCoy","13.2","5","4800","WAS@NYJ","WAS","NYJ","","","",""
"12556","D","Houston","Texans","3","4","4800","HOU@JAC","HOU","JAC","","","",""
"33714","K","Cairo","Santos","10","5","4800","KC@MIN","KC","MIN","","","",""
"8023","QB","Josh","Johnson","0","0","4800","CIN@BUF","BUF","CIN","","","",""
"29003","RB","Ka'Deem","Carey","0","1","4800","CHI@DET","CHI","DET","","","",""
"24569","K","Chandler","Catanzaro","9.2","5","4800","ARI@PIT","ARI","PIT","","","",""
"7975","RB","Mike","Tolbert","3.4","4","4800","CAR@SEA","CAR","SEA","","","",""
"31798","QB","Bryce","Petty","0","0","4800","WAS@NYJ","NYJ","WAS","","","",""
"23045","K","Justin","Tucker","10.4","5","4800","BAL@SF","BAL","SF","","","",""
"22234","RB","Chris","Polk","5.1","5","4800","HOU@JAC","HOU","JAC","","","",""
"30788","QB","Tyler","Bray","0","0","4800","KC@MIN","KC","MIN","O","Knee","",""
"30775","WR","Justin","Hunter","3.8","4","4800","MIA@TEN","TEN","MIA","","","",""
"22187","QB","Chandler","Harnish","0","0","4800","ARI@PIT","ARI","PIT","","","",""
"29915","QB","Brett","Hundley","0","0","4800","SD@GB","GB","SD","","","",""
"12541","D","New England","Patriots","7.7","3","4800","NE@IND","NE","IND","","","",""
"11562","TE","Andrew","Quarless","0.8","3","4800","SD@GB","GB","SD","IR","Knee","",""
"11615","QB","Joe","Webb","0","4","4800","CAR@SEA","CAR","SEA","","","",""
"28202","RB","Jeremy","Langford","2.1","5","4700","CHI@DET","CHI","DET","","","",""
"6636","K","Mike","Nugent","6.6","5","4700","CIN@BUF","CIN","BUF","","","",""
"6642","K","Nick","Folk","8.3","4","4700","WAS@NYJ","NYJ","WAS","","","",""
"28249","RB","David","Cobb","0","0","4700","MIA@TEN","TEN","MIA","IR","Calf","",""
"47640","RB","Branden","Oliver","1.1","5","4700","SD@GB","SD","GB","","","",""
"6522","K","Josh","Brown","11.4","5","4700","NYG@PHI","NYG","PHI","","","",""
"10030","WR","Harry","Douglas","4.1","4","4700","MIA@TEN","TEN","MIA","","","",""
"37245","RB","Foswhitt","Whittaker","1.3","4","4700","CAR@SEA","CAR","SEA","","","",""
"28486","WR","Corey (Philly)","Brown","4.4","4","4700","CAR@SEA","CAR","SEA","","","",""
"28502","WR","Devin","Smith","3.9","2","4700","WAS@NYJ","NYJ","WAS","","","",""
"22762","WR","Chris","Owusu","3.8","2","4700","WAS@NYJ","NYJ","WAS","O","Knee","",""
"60745","K","Jason","Myers","7.2","5","4700","HOU@JAC","JAC","HOU","","","",""
"14757","RB","Matt","Asiata","2","4","4700","KC@MIN","MIN","KC","","","",""
"11504","WR","Andre","Roberts","2","4","4700","WAS@NYJ","WAS","NYJ","","","",""
"12553","D","Carolina","Panthers","12.3","4","4700","CAR@SEA","CAR","SEA","","","",""
"12555","D","Baltimore","Ravens","7.8","4","4700","BAL@SF","BAL","SF","","","",""
"39449","WR","Charles","Johnson","2.5","3","4700","KC@MIN","MIN","KC","Q","Ribs","",""
"22336","WR","Josh","Bellamy","3.5","5","4700","CHI@DET","CHI","DET","","","",""
"9442","WR","Brandon","Tate","2.4","5","4700","CIN@BUF","CIN","BUF","","","",""
"27908","TE","C.J.","Fiedorowicz","2.7","5","4700","HOU@JAC","HOU","JAC","","","",""
"10744","K","Graham","Gano","9.8","4","4700","CAR@SEA","CAR","SEA","","","",""
"24912","K","Dustin","Hopkins","8.8","4","4700","WAS@NYJ","WAS","NYJ","","","",""
"6672","TE","Marcedes","Lewis","1.3","5","4700","HOU@JAC","JAC","HOU","","","",""
"12533","D","Green Bay","Packers","8.5","4","4700","SD@GB","GB","SD","","","",""
"12528","D","Cincinnati","Bengals","7.8","4","4700","CIN@BUF","CIN","BUF","","","",""
"11543","TE","Clay","Harbor","3.4","5","4700","HOU@JAC","JAC","HOU","","","",""
"6742","TE","Brent","Celek","4.1","5","4700","NYG@PHI","PHI","NYG","","","",""
